PRODUCT_NAME,DESCRIPTION,URL,PAGE_NO,tokenized_product_name,tokenized_description,TOKENIZED_PRODUCT_NAME,TOKENIZED_DESCRIPTION
Addepar RedFlag,RedFlag leverages AI to determine high-risk code changes. Run it in your CI pipelines to flag PRs and add reviewers,https://github.com/marketplace/actions/addepar-redflag,29,"['addepar', 'redflag']","['redflag', 'leverages', 'ai', 'determine', 'high-risk', 'code', 'changes', 'run', 'ci', 'pipelines', 'flag', 'prs', 'add', 'reviewers']","['addepar', 'redflag']","['redflag', 'leverages', 'ai', 'determine', 'high-risk', 'code', 'changes', 'run', 'ci', 'pipelines', 'flag', 'prs', 'add', 'reviewers']"
Mirror a repository using SSH,"Action for mirroring a repository in another location (Bitbucket, GitHub, GitLab, …) using SSH",https://github.com/marketplace/actions/mirror-a-repository-using-ssh,29,"['mirror', 'repository', 'using', 'ssh']","['action', 'mirroring', 'repository', 'another', 'location', 'bitbucket', 'github', 'gitlab', '…', 'using', 'ssh']","['mirror', 'repository', 'using', 'ssh']","['action', 'mirroring', 'repository', 'another', 'location', 'bitbucket', 'github', 'gitlab', '…', 'using', 'ssh']"
GitHub Labeler,GitHub Action to manage labels on GitHub,https://github.com/marketplace/actions/github-labeler,29,"['github', 'labeler']","['github', 'action', 'manage', 'labels', 'github']","['github', 'labeler']","['github', 'action', 'manage', 'labels', 'github']"
Setup HashiCorp Packer,A GitHub Action to install a specific version of HashiCorp Packer and add it to PATH,https://github.com/marketplace/actions/setup-hashicorp-packer,30,"['setup', 'hashicorp', 'packer']","['github', 'action', 'install', 'specific', 'version', 'hashicorp', 'packer', 'add', 'path']","['setup', 'hashicorp', 'packer']","['github', 'action', 'install', 'specific', 'version', 'hashicorp', 'packer', 'add', 'path']"
Vuepress deploy,A GitHub Action to build and publish Vuepress sites to GitHub Pages,https://github.com/marketplace/actions/vuepress-deploy,30,"['vuepress', 'deploy']","['github', 'action', 'build', 'publish', 'vuepress', 'sites', 'github', 'pages']","['vuepress', 'deploy']","['github', 'action', 'build', 'publish', 'vuepress', 'sites', 'github', 'pages']"
repo2docker Action,Creates a docker image of your repository to view the collection of notebooks,https://github.com/marketplace/actions/repo2docker-action,30,"['repo2docker', 'action']","['creates', 'docker', 'image', 'repository', 'view', 'collection', 'notebooks']","['repo2docker', 'action']","['creates', 'docker', 'image', 'repository', 'view', 'collection', 'notebooks']"
Webhook Action,Send a webhook event to anywhere,https://github.com/marketplace/actions/webhook-action,30,"['webhook', 'action']","['send', 'webhook', 'event', 'anywhere']","['webhook', 'action']","['send', 'webhook', 'event', 'anywhere']"
My GitHub Status,Generate my github status using GitHub Actions,https://github.com/marketplace/actions/my-github-status,30,"['github', 'status']","['generate', 'github', 'status', 'using', 'github', 'actions']","['github', 'status']","['generate', 'github', 'status', 'using', 'github', 'actions']"
cargo-deny,Help manage Cargo crate dependencies and validate licenses,https://github.com/marketplace/actions/cargo-deny,30,['cargo-deny'],"['help', 'manage', 'cargo', 'crate', 'dependencies', 'validate', 'licenses']",['cargo-deny'],"['help', 'manage', 'cargo', 'crate', 'dependencies', 'validate', 'licenses']"
Publish python poetry package,An action to build and publish python package to https://pypi.org/ using poetry https://github.com/sdispater/poetry,https://github.com/marketplace/actions/publish-python-poetry-package,30,"['publish', 'python', 'poetry', 'package']","['action', 'build', 'publish', 'python', 'package', 'https', 'pypi.org', 'using', 'poetry', 'https', 'github.com/sdispater/poetry']","['publish', 'python', 'poetry', 'package']","['action', 'build', 'publish', 'python', 'package', 'https', 'pypi.org', 'using', 'poetry', 'https', 'github.com/sdispater/poetry']"
Markdown to PDF and HTML,Creates PDF and HTML files from Markdown using the GitHub (or custom) theme,https://github.com/marketplace/actions/markdown-to-pdf-and-html,30,"['markdown', 'pdf', 'html']","['creates', 'pdf', 'html', 'files', 'markdown', 'using', 'github', 'custom', 'theme']","['markdown', 'pdf', 'html']","['creates', 'pdf', 'html', 'files', 'markdown', 'using', 'github', 'custom', 'theme']"
docker-ros,docker-ros automatically builds development and deployment Docker images for your ROS-based repositories,https://github.com/marketplace/actions/docker-ros,30,['docker-ros'],"['docker-ros', 'automatically', 'builds', 'development', 'deployment', 'docker', 'images', 'ros-based', 'repositories']",['docker-ros'],"['docker-ros', 'automatically', 'builds', 'development', 'deployment', 'docker', 'images', 'ros-based', 'repositories']"
Autosquash,Automatically update PRs with outdated checks and squash and merge the ones matching all branch protections,https://github.com/marketplace/actions/autosquash,30,['autosquash'],"['automatically', 'update', 'prs', 'outdated', 'checks', 'squash', 'merge', 'ones', 'matching', 'branch', 'protections']",['autosquash'],"['automatically', 'update', 'prs', 'outdated', 'checks', 'squash', 'merge', 'ones', 'matching', 'branch', 'protections']"
Wait for Vercel Preview,Wait for Vercel Deploy Preview to complete. Requires to be run on pull_request or push,https://github.com/marketplace/actions/wait-for-vercel-preview,30,"['wait', 'vercel', 'preview']","['wait', 'vercel', 'deploy', 'preview', 'complete', 'requires', 'run', 'pull_request', 'push']","['wait', 'vercel', 'preview']","['wait', 'vercel', 'deploy', 'preview', 'complete', 'requires', 'run', 'pull_request', 'push']"
laminas/automatic-releases,Automates automatic releases for semver-compliant repositories,https://github.com/marketplace/actions/laminas-automatic-releases,30,['laminas/automatic-releases'],"['automates', 'automatic', 'releases', 'semver-compliant', 'repositories']",['laminas/automatic-releases'],"['automates', 'automatic', 'releases', 'semver-compliant', 'repositories']"
Setup protoc,Download protoc compiler and add it to the PATH,https://github.com/marketplace/actions/setup-protoc,30,"['setup', 'protoc']","['download', 'protoc', 'compiler', 'add', 'path']","['setup', 'protoc']","['download', 'protoc', 'compiler', 'add', 'path']"
gabrielbb/xvfb-action,Run your headless tests with XVFB,https://github.com/marketplace/actions/gabrielbb-xvfb-action,30,['gabrielbb/xvfb-action'],"['run', 'headless', 'tests', 'xvfb']",['gabrielbb/xvfb-action'],"['run', 'headless', 'tests', 'xvfb']"
autofix.ci,Automatically fix formatting/lint issues in pull requests,https://github.com/marketplace/actions/autofix-ci,30,['autofix.ci'],"['automatically', 'fix', 'formatting/lint', 'issues', 'pull', 'requests']",['autofix.ci'],"['automatically', 'fix', 'formatting/lint', 'issues', 'pull', 'requests']"
TryHackMe Badge Workflow,Gets your tryhackme badge and updates it on your README,https://github.com/marketplace/actions/tryhackme-badge-workflow,30,"['tryhackme', 'badge', 'workflow']","['gets', 'tryhackme', 'badge', 'updates', 'readme']","['tryhackme', 'badge', 'workflow']","['gets', 'tryhackme', 'badge', 'updates', 'readme']"
Get a changelog between two references,Returns the commit difference count between two git references,https://github.com/marketplace/actions/get-a-changelog-between-two-references,30,"['get', 'changelog', 'two', 'references']","['returns', 'commit', 'difference', 'count', 'two', 'git', 'references']","['get', 'changelog', 'two', 'references']","['returns', 'commit', 'difference', 'count', 'two', 'git', 'references']"
GitHub Spellcheck Action,"A Github Action that spell checks Python, Markdown, and Text files using PySpelling",https://github.com/marketplace/actions/github-spellcheck-action,30,"['github', 'spellcheck', 'action']","['github', 'action', 'spell', 'checks', 'python', 'markdown', 'text', 'files', 'using', 'pyspelling']","['github', 'spellcheck', 'action']","['github', 'action', 'spell', 'checks', 'python', 'markdown', 'text', 'files', 'using', 'pyspelling']"
Publish to Chromatic,Publish your Storybook to Chromatic and run visual regression tests,https://github.com/marketplace/actions/publish-to-chromatic,30,"['publish', 'chromatic']","['publish', 'storybook', 'chromatic', 'run', 'visual', 'regression', 'tests']","['publish', 'chromatic']","['publish', 'storybook', 'chromatic', 'run', 'visual', 'regression', 'tests']"
Scala Steward GitHub Action,🤖 A bot that helps you keeping your Scala projects up-to-date,https://github.com/marketplace/actions/scala-steward-github-action,30,"['scala', 'steward', 'github', 'action']","['🤖', 'bot', 'helps', 'keeping', 'scala', 'projects', 'up-to-date']","['scala', 'steward', 'github', 'action']","['🤖', 'bot', 'helps', 'keeping', 'scala', 'projects', 'up-to-date']"
GitHub Spellcheck Action,"A Github Action that spell checks Python, Markdown, and Text files using PySpelling",https://github.com/marketplace/actions/github-spellcheck-action,31,"['github', 'spellcheck', 'action']","['github', 'action', 'spell', 'checks', 'python', 'markdown', 'text', 'files', 'using', 'pyspelling']","['github', 'spellcheck', 'action']","['github', 'action', 'spell', 'checks', 'python', 'markdown', 'text', 'files', 'using', 'pyspelling']"
maturin-action,GitHub Action to install and run a custom maturin command,https://github.com/marketplace/actions/maturin-action,31,['maturin-action'],"['github', 'action', 'install', 'run', 'custom', 'maturin', 'command']",['maturin-action'],"['github', 'action', 'install', 'run', 'custom', 'maturin', 'command']"
Azure Static Web Apps Deploy,Deploys an application to Azure Static Web Apps,https://github.com/marketplace/actions/azure-static-web-apps-deploy,31,"['azure', 'static', 'web', 'apps', 'deploy']","['deploys', 'application', 'azure', 'static', 'web', 'apps']","['azure', 'static', 'web', 'apps', 'deploy']","['deploys', 'application', 'azure', 'static', 'web', 'apps']"
Find and Replace,Find and replace a string in your project files,https://github.com/marketplace/actions/find-and-replace,31,"['find', 'replace']","['find', 'replace', 'string', 'project', 'files']","['find', 'replace']","['find', 'replace', 'string', 'project', 'files']"
Set up Emacs,Install a specific Emacs version for use in your workflow,https://github.com/marketplace/actions/set-up-emacs,31,"['set', 'emacs']","['install', 'specific', 'emacs', 'version', 'use', 'workflow']","['set', 'emacs']","['install', 'specific', 'emacs', 'version', 'use', 'workflow']"
Dagger for GitHub,Run dagger commands in Github Actions,https://github.com/marketplace/actions/dagger-for-github,31,"['dagger', 'github']","['run', 'dagger', 'commands', 'github', 'actions']","['dagger', 'github']","['run', 'dagger', 'commands', 'github', 'actions']"
github-action-publish-binaries,Publish binaries when new releases are made,https://github.com/marketplace/actions/github-action-publish-binaries,31,['github-action-publish-binaries'],"['publish', 'binaries', 'new', 'releases', 'made']",['github-action-publish-binaries'],"['publish', 'binaries', 'new', 'releases', 'made']"
Repo Lockdown,Immediately close and lock issues and pull requests,https://github.com/marketplace/actions/repo-lockdown,31,"['repo', 'lockdown']","['immediately', 'close', 'lock', 'issues', 'pull', 'requests']","['repo', 'lockdown']","['immediately', 'close', 'lock', 'issues', 'pull', 'requests']"
Commitsar Action,Check commit message compliance with conventional commits,https://github.com/marketplace/actions/commitsar-action,31,"['commitsar', 'action']","['check', 'commit', 'message', 'compliance', 'conventional', 'commits']","['commitsar', 'action']","['check', 'commit', 'message', 'compliance', 'conventional', 'commits']"
Terraform PR Commenter,Adds opinionated comments to a PR from Terraform fmt/init/plan output,https://github.com/marketplace/actions/terraform-pr-commenter,31,"['terraform', 'pr', 'commenter']","['adds', 'opinionated', 'comments', 'pr', 'terraform', 'fmt/init/plan', 'output']","['terraform', 'pr', 'commenter']","['adds', 'opinionated', 'comments', 'pr', 'terraform', 'fmt/init/plan', 'output']"
pkgx/setup,Installs pkgx to your GitHub Actions runner.,https://github.com/marketplace/actions/pkgx-setup,31,['pkgx/setup'],"['installs', 'pkgx', 'github', 'actions', 'runner']",['pkgx/setup'],"['installs', 'pkgx', 'github', 'actions', 'runner']"
Build iOS Action,"Build iOS project (.xcodeproj, .xcworkspace), export .ipa, optional upload to BrowserStack App Live",https://github.com/marketplace/actions/build-ios-action,31,"['build', 'ios', 'action']","['build', 'ios', 'project', 'xcodeproj', 'xcworkspace', 'export', 'ipa', 'optional', 'upload', 'browserstack', 'app', 'live']","['build', 'ios', 'action']","['build', 'ios', 'project', 'xcodeproj', 'xcworkspace', 'export', 'ipa', 'optional', 'upload', 'browserstack', 'app', 'live']"
Kubectl tool installer,Install a specific version of kubectl binary. Acceptable values are latest or any semantic version string like 1.15.0,https://github.com/marketplace/actions/kubectl-tool-installer,31,"['kubectl', 'tool', 'installer']","['install', 'specific', 'version', 'kubectl', 'binary', 'acceptable', 'values', 'latest', 'semantic', 'version', 'string', 'like', '1.15.0']","['kubectl', 'tool', 'installer']","['install', 'specific', 'version', 'kubectl', 'binary', 'acceptable', 'values', 'latest', 'semantic', 'version', 'string', 'like', '1.15.0']"
